customer_id,age,gender,city_type,employment_type,employment_years,business_vintage_years,education_level,annual_income,monthly_income,dependents,credit_score,cibil_score,loan_type,requested_loan_amount,loan_tenure_months,property_value,property_location,down_payment,property_type,gold_weight,gold_purity,gold_market_value,course_fee,college,course_duration,coapplicant_income,business_turnover,years_in_business,business_type,gst_number,interest_rate,emi_amount,emi_income_ratio,probability_of_default,loan_approval_status,safe_loan_amount
9771,52,Female,Urban,Student,0,5,Graduate,0,0,1,594,607,education,815778,12,,,,,,,,1127054.0,National Institute,39.0,45998.0,,,,,10.0,71719.84665272302,1.5591948922284233,0.9765103984822925,Rejected,261602
9772,23,Female,Urban,Student,0,7,School,0,0,2,575,576,education,487338,120,,,,,,,,535649.0,National Institute,37.0,112644.0,,,,,10.0,6440.207581048409,0.05717310803103946,0.5316196084018611,Rejected,315164
9773,23,Female,Semi-Urban,Student,0,9,Postgraduate,0,0,1,466,481,education,525250,60,,,,,,,,738075.0,XYZ College,37.0,64170.0,,,,,10.0,11160.010234593692,0.17391320297013702,0.5398489675860632,Rejected,360137
9774,43,Female,Semi-Urban,Student,0,11,Postgraduate,0,0,3,780,825,education,401813,180,,,,,,,,545465.0,XYZ College,35.0,47575.0,,,,,10.0,4317.903061616519,0.09075991721737298,0.0023782565853872617,Approved,0
9775,26,Male,Urban,Self-employed,2,12,Postgraduate,0,0,4,606,566,business,4567810,120,,,,,,,,,,,,4216440.0,3.0,Manufacturing,HGWJLVQMGPELIW5,13.0,68202.309117537,0.19410396197039306,0.27568457704623245,Rejected,2871258
9776,41,Male,Urban,Salaried,4,9,School,0,0,1,573,600,business,2947453,60,,,,,,,,,,,,1360363.0,8.0,Retail,EG9VNETPL7ZFE61,13.0,67063.61340341758,0.5915798656983547,0.9814036090816787,Rejected,2290106
9777,24,Female,Semi-Urban,Salaried,14,4,School,1745136,145428,0,721,688,gold,438359,180,,,,,110.0,24.0,660000.0,,,,,,,,,11.0,4982.374956350704,0.03426008028956394,0.04630874977539219,Approved,0
9778,45,Female,Semi-Urban,Self-employed,18,14,Postgraduate,0,0,0,781,789,business,4730441,240,,,,,,,,,,,,2703109.0,10.0,Services,G5VFQXNL33MJZHF,13.0,55420.697792350584,0.24603091237097985,0.3452011288726763,Rejected,3378684
9779,45,Female,Semi-Urban,Student,0,1,Postgraduate,0,0,4,824,785,education,527311,120,,,,,,,,724121.0,National Institute,37.0,58164.0,,,,,10.0,6968.453721585876,0.11980698923020901,0.17950702434987506,Approved,0
9780,55,Female,Urban,Self-employed,16,12,Graduate,1171536,97628,3,730,702,gold,616376,12,,,,,129.0,22.0,774000.0,,,,,,,,,11.0,54476.33315291163,0.5579990694566276,0.7561207234690309,Rejected,379019
9781,30,Female,Rural,Salaried,5,2,Graduate,894864,74572,0,614,587,home,1864300,180,2625118.405486096,Suburban,510902.5552057298,Apartment,,,,,,,,,,,,8.5,18358.499578406838,0.24618488948139836,0.043766882166728485,Rejected,1437604
9782,47,Female,Rural,Self-employed,14,6,Postgraduate,852264,71022,0,671,627,home,3622122,12,6237974.62378135,City Center,997785.1528677889,Apartment,,,,,,,,,,,,8.5,315920.69288391614,4.448208905464731,0.7467012058398609,Rejected,407144
9783,36,Male,Semi-Urban,Salaried,1,5,School,2079084,173257,4,683,671,home,8489593,24,11286277.020686207,Suburban,1932160.680447552,Independent House,,,,,,,,,,,,8.5,385900.1792832908,2.2273280691879163,0.4345610352901028,Rejected,2286936
9784,21,Male,Urban,Self-employed,20,14,School,1367880,113990,4,594,544,gold,180132,240,,,,,42.0,22.0,252000.0,,,,,,,,,11.0,1859.301594954833,0.016311093911350407,0.631604109009219,Rejected,113150
9785,23,Male,Semi-Urban,Self-employed,6,2,Postgraduate,1724532,143711,0,784,759,gold,579552,60,,,,,151.0,22.0,906000.0,,,,,,,,,11.0,12600.864776596472,0.08768197825216213,0.2751187774507053,Approved,0
9786,25,Female,Semi-Urban,Salaried,15,11,Postgraduate,2393784,199482,1,678,645,home,10971510,180,15556016.057339512,Town,3997048.789066924,Land,,,,,,,,,,,,8.5,108040.79907176227,0.5416067568590763,0.4028534314148233,Rejected,8249421
9787,47,Female,Semi-Urban,Self-employed,16,3,Postgraduate,1927440,160620,3,703,664,home,4818600,36,5897085.407221425,Suburban,1052603.8723745348,Apartment,,,,,,,,,,,,8.5,152111.33582915374,0.9470261227067224,0.7108740070214632,Rejected,3052883
9788,28,Female,Semi-Urban,Salaried,13,7,Graduate,1885596,157133,4,673,658,home,8485182,60,13731309.187701346,Suburban,2024806.8568114438,Land,,,,,,,,,,,,8.5,174086.50231873142,1.1078926916607679,0.5384645310147722,Rejected,4595309
9789,29,Female,Rural,Salaried,10,2,Graduate,991704,82642,1,805,789,home,2313976,24,3203985.2462162236,City Center,611896.7748819496,Land,,,,,,,,,,,,8.5,105183.34073933017,1.2727588966788095,0.5433899841190979,Rejected,1090847
9790,21,Male,Urban,Salaried,10,2,School,1052856,87738,0,611,601,gold,679669,180,,,,,185.0,24.0,1110000.0,,,,,,,,,11.0,7725.097019127989,0.08804733432638069,0.11970751906413218,Approved,0
9791,50,Female,Semi-Urban,Self-employed,4,9,Graduate,1982772,165231,3,677,656,home,6774471,60,10438666.173851017,Suburban,2445016.5644496223,Apartment,,,,,,,,,,,,8.5,138988.64649570026,0.8411777844091015,0.6847009762734522,Rejected,4832133
9792,30,Female,Urban,Student,0,5,Postgraduate,0,0,4,824,785,education,372842,180,,,,,,,,433133.0,XYZ College,44.0,116719.0,,,,,10.0,4006.5792129653005,0.03432670955855774,0.012015802742893867,Approved,0
9793,51,Male,Urban,Salaried,16,6,Graduate,0,0,1,577,580,business,12207786,12,,,,,,,,,,,,4439195.0,4.0,Retail,1V7VA14KO2TB2PG,13.0,1090366.1879920366,2.947470038127282,0.8644221003072525,Rejected,2485071
9794,55,Male,Semi-Urban,Student,0,8,Postgraduate,0,0,1,701,698,education,290383,180,,,,,,,,291684.0,XYZ College,42.0,112989.0,,,,,10.0,3120.470578954363,0.027617472311060043,0.18990250923996757,Rejected,179011
9795,29,Female,Semi-Urban,Student,0,2,School,0,0,2,477,518,education,879120,24,,,,,,,,1162079.0,ABC University,38.0,39719.0,,,,,10.0,40566.92764183764,1.0213481618831703,0.8833690412519049,Rejected,430372
9796,37,Female,Urban,Self-employed,1,10,School,403044,33587,0,794,818,gold,498100,12,,,,,105.0,24.0,630000.0,,,,,,,,,11.0,44022.90410961051,1.3107126003992766,0.6184600445268332,Rejected,190011
9797,44,Female,Semi-Urban,Self-employed,12,9,School,1671552,139296,1,576,577,home,6268320,12,9845704.735768942,Suburban,2918226.832734673,Apartment,,,,,,,,,,,,8.5,546721.5067902487,3.9248902107041745,1.0,Rejected,958241
9798,40,Female,Rural,Student,0,8,School,0,0,3,694,734,education,284873,36,,,,,,,,346704.0,XYZ College,28.0,93177.0,,,,,10.0,9192.050417470093,0.09865149572823866,0.1723502095831774,Approved,0
9799,51,Female,Rural,Self-employed,4,11,Postgraduate,844776,70398,3,720,704,gold,615452,12,,,,,161.0,22.0,966000.0,,,,,,,,,11.0,54394.66850043767,0.7726734921508803,0.6740684823830304,Rejected,398261
9800,27,Male,Urban,Student,0,4,Postgraduate,0,0,4,803,780,education,931024,12,,,,,,,,969125.0,XYZ College,33.0,35349.0,,,,,10.0,81851.80099243275,2.3155337065385937,0.4522346181876855,Rejected,201039
9801,39,Female,Urban,Self-employed,20,11,Postgraduate,1393380,116115,0,681,685,home,5689635,120,8616800.88591014,City Center,1119761.1863833154,Independent House,,,,,,,,,,,,8.5,70543.33149195291,0.6075298754851045,0.6148940319760893,Rejected,5619116
9802,55,Male,Urban,Salaried,11,2,Postgraduate,1308840,109070,3,570,548,gold,368313,120,,,,,83.0,22.0,498000.0,,,,,,,,,11.0,5073.511990896154,0.04651610883740858,0.4353825391665317,Rejected,255655
9803,49,Female,Semi-Urban,Salaried,5,4,Graduate,0,0,1,727,754,business,3118684,180,,,,,,,,,,,,3402201.0,15.0,Services,4MBFZ0GZVP7RTPD,13.0,39458.90503218229,0.13917662724400687,0.14292469505192204,Rejected,2321516
9804,52,Female,Urban,Salaried,13,4,Postgraduate,1420560,118380,4,829,862,gold,881136,24,,,,,189.0,24.0,1134000.0,,,,,,,,,11.0,41067.84411713291,0.3469153921028291,0.19373044477575097,Approved,0
9805,50,Female,Urban,Self-employed,6,1,Graduate,1034208,86184,0,599,549,gold,844062,12,,,,,197.0,24.0,1182000.0,,,,,,,,,11.0,74599.59945506135,0.8655852531219409,1.0,Rejected,585081
9806,46,Female,Semi-Urban,Self-employed,5,3,School,1053168,87764,0,725,678,gold,482563,36,,,,,101.0,24.0,606000.0,,,,,,,,,11.0,15798.493548131706,0.1800110927958127,0.3698999052301585,Approved,0
9807,43,Female,Urban,Self-employed,7,9,Graduate,404052,33671,0,458,468,gold,145568,60,,,,,35.0,24.0,210000.0,,,,,,,,,11.0,3165.001041838515,0.09399783320479092,0.7294797760736964,Rejected,112374
9808,45,Female,Semi-Urban,Student,0,13,School,0,0,0,610,648,education,431844,180,,,,,,,,539630.0,ABC University,40.0,93375.0,,,,,10.0,4640.617724515444,0.04969871726388695,0.16815652467579822,Approved,0
9809,42,Female,Urban,Student,0,7,School,0,0,1,697,654,education,1202071,120,,,,,,,,1428137.0,ABC University,42.0,30843.0,,,,,10.0,15885.456843419644,0.5150425329384186,0.43998273974670266,Rejected,1166963
9810,27,Female,Semi-Urban,Student,0,13,Postgraduate,0,0,1,452,474,education,477677,240,,,,,,,,533533.0,XYZ College,29.0,67779.0,,,,,10.0,4609.686443540173,0.0680105407801852,0.501712968121769,Rejected,321773
9811,30,Female,Rural,Salaried,13,12,School,1661376,138448,0,810,767,gold,424726,60,,,,,97.0,22.0,582000.0,,,,,,,,,11.0,9234.572381951424,0.06670065571154098,0.0016193019202246361,Approved,0
9812,21,Female,Urban,Salaried,6,10,School,1377264,114772,2,728,748,gold,637471,60,,,,,175.0,22.0,1050000.0,,,,,,,,,11.0,13860.16417854089,0.1207625917344029,0.17493956343341735,Approved,0
9813,28,Female,Rural,Salaried,7,9,Postgraduate,338784,28232,4,572,602,gold,579413,24,,,,,137.0,24.0,822000.0,,,,,,,,,11.0,27005.187352962912,0.9565453157042686,0.8597750116325242,Rejected,242294
9814,47,Male,Semi-Urban,Salaried,3,2,Graduate,0,0,4,572,534,business,8628256,180,,,,,,,,,,,,4314128.0,15.0,Manufacturing,FIN6Y4GLQQ6N249,13.0,109168.33321277726,0.30365812014695137,0.46380400114379094,Rejected,6536655
9815,32,Male,Semi-Urban,Salaried,4,5,Graduate,0,0,4,684,704,business,6979475,120,,,,,,,,,,,,2537991.0,11.0,Retail,9H3670SJ5U2IT30,13.0,104211.05769025454,0.49272542427575766,0.04010694635768455,Approved,0
9816,27,Female,Rural,Self-employed,12,8,Graduate,757572,63131,3,798,788,gold,420933,60,,,,,89.0,22.0,534000.0,,,,,,,,,11.0,9152.103371236892,0.14497003645177317,0.22359784348205414,Approved,0
9817,25,Female,Urban,Student,0,7,School,0,0,0,780,799,education,599162,180,,,,,,,,625055.0,XYZ College,26.0,36679.0,,,,,10.0,6438.625515362312,0.17553983247532137,0.09104445011166554,Approved,0
9818,47,Male,Urban,Student,0,15,Graduate,0,0,4,719,716,education,1366432,240,,,,,,,,1416312.0,XYZ College,32.0,97498.0,,,,,10.0,13186.36456521768,0.13524753907995735,0.06428887323099412,Rejected,867016
9819,23,Male,Urban,Student,0,14,Postgraduate,0,0,4,607,632,education,573590,240,,,,,,,,718863.0,XYZ College,25.0,60964.0,,,,,10.0,5535.267653980009,0.09079567702217717,0.054073354538109755,Approved,0
9820,29,Male,Urban,Self-employed,5,15,Postgraduate,0,0,4,804,834,business,6068329,240,,,,,,,,,,,,2206665.0,10.0,Manufacturing,D02PTL2MHMIQ5H6,13.0,71095.06864445767,0.38662000064961927,0.3972977827416906,Approved,0
9821,44,Male,Rural,Self-employed,5,11,Graduate,1465932,122161,4,705,735,home,4275635,24,5374874.419974746,Suburban,676517.3225564065,Apartment,,,,,,,,,,,,8.5,194351.87447147502,1.5909486208485115,0.6647923895347237,Rejected,1612485
9822,39,Male,Rural,Salaried,18,1,Graduate,2181204,181767,2,711,746,home,6361845,120,10849561.744800882,City Center,1573944.2620139031,Apartment,,,,,,,,,,,,8.5,78877.77348378643,0.43394991106078895,0.19497742898874595,Approved,0
9823,35,Female,Rural,Self-employed,12,11,Graduate,1144524,95377,0,585,564,gold,301020,120,,,,,76.0,24.0,456000.0,,,,,,,,,11.0,4146.550839909426,0.043475374984633886,0.7887913293322737,Rejected,183625
9824,53,Male,Semi-Urban,Salaried,19,4,Postgraduate,365412,30451,1,443,396,home,974432,24,1431450.736039929,Town,261520.49238167735,Apartment,,,,,,,,,,,,8.5,44293.46418601877,1.4545815962043536,0.8037151304552349,Rejected,334953
9825,45,Male,Rural,Self-employed,3,1,Postgraduate,0,0,1,728,725,business,1418162,24,,,,,,,,,,,,895681.0,8.0,Manufacturing,1XNL0TUBDHLQJI0,13.0,67422.00620568331,0.9032948945754122,0.7761448167819087,Rejected,784994
9826,33,Male,Rural,Self-employed,19,4,School,0,0,0,791,833,business,13287227,240,,,,,,,,,,,,4831719.0,4.0,Manufacturing,37B66E5ZAEBUHMV,13.0,155669.92423441305,0.38661997744756194,0.2948413136570382,Approved,0
9827,44,Male,Semi-Urban,Self-employed,19,15,School,983508,81959,3,456,454,home,3524237,12,4382858.066761308,City Center,869254.6580636542,Apartment,,,,,,,,,,,,8.5,307383.18447781,3.7504506457839892,1.0,Rejected,563810
9828,53,Male,Rural,Salaried,13,8,Postgraduate,0,0,2,420,447,business,2243270,180,,,,,,,,,,,,897308.0,8.0,Manufacturing,8CHEZ9O3XE82R0V,13.0,28382.797965918817,0.3795726501836892,0.5882523420136478,Rejected,1649330
9829,21,Female,Urban,Student,0,7,School,0,0,4,426,381,education,906198,120,,,,,,,,1075198.0,XYZ College,34.0,90416.0,,,,,10.0,11975.47334607789,0.13244860805695774,0.5283359210103056,Rejected,678193
9830,33,Female,Urban,Self-employed,15,12,Graduate,1246860,103905,0,458,451,gold,235348,24,,,,,61.0,22.0,366000.0,,,,,,,,,11.0,10969.061503875671,0.1055681776995878,0.7182570622070157,Rejected,164244
9831,21,Female,Urban,Student,0,10,Postgraduate,0,0,1,698,686,education,766876,60,,,,,,,,798302.0,ABC University,26.0,37701.0,,,,,10.0,16293.848659998614,0.43218611336565643,0.049397376163770206,Approved,0
9832,39,Male,Urban,Student,0,12,Graduate,0,0,0,722,707,education,676914,240,,,,,,,,738054.0,ABC University,41.0,91133.0,,,,,10.0,6532.366618536276,0.07167948622931623,0.17867014752258548,Approved,0
9833,49,Male,Rural,Student,0,8,School,0,0,3,574,622,education,530885,240,,,,,,,,622402.0,National Institute,24.0,96539.0,,,,,10.0,5123.155160451152,0.0530682435124784,0.419686370981482,Rejected,326380
9834,33,Female,Rural,Student,0,13,School,0,0,4,708,752,education,689305,120,,,,,,,,834233.0,ABC University,24.0,35210.0,,,,,10.0,9109.216368628291,0.25871105846714826,0.0652523487150595,Approved,0
9835,39,Male,Urban,Student,0,7,Graduate,0,0,0,429,453,education,379331,36,,,,,,,,397748.0,ABC University,30.0,34502.0,,,,,10.0,12239.944385425602,0.3547604308569243,0.44900748177119915,Rejected,257171
9836,54,Female,Semi-Urban,Student,0,6,Postgraduate,0,0,3,722,740,education,762494,240,,,,,,,,1030293.0,ABC University,27.0,109175.0,,,,,10.0,7358.232142390613,0.06739850828844161,0.0038296644205033426,Rejected,473722
9837,36,Female,Semi-Urban,Salaried,16,12,Postgraduate,1931868,160989,4,715,743,home,5312637,12,9000530.365449114,Town,2675094.020551153,Independent House,,,,,,,,,,,,8.5,463367.0434294399,2.8782528211830614,0.40179499890694514,Rejected,1107471
9838,54,Female,Semi-Urban,Salaried,18,6,Graduate,526584,43882,1,723,754,home,965404,240,1729174.9760373465,Suburban,349737.8259954619,Independent House,,,,,,,,,,,,8.5,8378.000207840198,0.19092111134041742,0.07217589842057462,Rejected,694831
9839,28,Male,Rural,Self-employed,13,11,Postgraduate,0,0,4,722,752,business,3057135,180,,,,,,,,,,,,2292851.0,3.0,Services,VCY2B7O8AZWN05C,13.0,38680.161130643755,0.20243876883745393,0.3737690302991703,Approved,0
9840,53,Female,Semi-Urban,Student,0,7,Postgraduate,0,0,2,706,714,education,368460,24,,,,,,,,468278.0,XYZ College,38.0,73904.0,,,,,10.0,17002.559558321387,0.23006277817603088,0.06743497412484815,Approved,0
9841,28,Male,Semi-Urban,Salaried,2,13,Postgraduate,2397336,199778,4,785,769,home,7991120,60,13998223.592487276,Suburban,3120798.8704145625,Land,,,,,,,,,,,,8.5,163950.06381822584,0.8206612530820503,0.5620747855286592,Rejected,5842450
9842,50,Female,Urban,Student,0,2,Graduate,0,0,3,421,391,education,871393,240,,,,,,,,874533.0,ABC University,25.0,90579.0,,,,,10.0,8409.13106365976,0.09283753478907648,0.5405211351127156,Rejected,675743
9843,43,Female,Urban,Salaried,6,7,Postgraduate,0,0,2,673,633,business,6134405,180,,,,,,,,,,,,3874361.0,8.0,Manufacturing,O9IDN21ED6NHRS4,13.0,77615.07877166914,0.24039601504868277,0.17079143767590563,Approved,0
9844,51,Female,Rural,Self-employed,17,5,Graduate,402192,33516,1,601,562,home,1508220,12,2334766.2120546834,Town,390251.235005208,Independent House,,,,,,,,,,,,8.5,131546.6203019611,3.9248902107041745,0.6607746627700116,Rejected,192135
9845,24,Male,Urban,Self-employed,3,6,School,1725420,143785,3,688,718,home,6757895,12,10848372.31560517,Suburban,3134996.2740566954,Apartment,,,,,,,,,,,,8.5,589422.1317881487,4.09932977562436,0.7316329113436457,Rejected,989122
9846,39,Female,Rural,Salaried,15,10,School,0,0,1,802,841,business,5808538,36,,,,,,,,,,,,1834275.0,15.0,Services,MB1M9942U9EA8U2,13.0,195712.6005812976,1.2803702863396007,0.5991054102753182,Rejected,2721965
9847,25,Male,Rural,Salaried,6,1,Graduate,0,0,2,724,721,business,7709906,120,,,,,,,,,,,,2500510.0,12.0,Retail,AFGQ7U9K9DOKDNQ,13.0,115117.177001485,0.552449749858157,0.4759270879154127,Rejected,5368705
9848,29,Male,Urban,Self-employed,15,5,Graduate,0,0,2,433,477,business,2087279,12,,,,,,,,,,,,1138516.0,5.0,Services,CM8A4GS6144G916,13.0,186430.07393034492,1.964979751856047,1.0,Rejected,637344
9849,33,Male,Semi-Urban,Salaried,9,12,Postgraduate,348828,29069,4,806,828,gold,730538,120,,,,,155.0,24.0,930000.0,,,,,,,,,11.0,10063.161774917788,0.34618190425944434,0.13025699055751735,Approved,0
9850,54,Female,Rural,Student,0,11,School,0,0,1,810,767,education,1000216,180,,,,,,,,1412074.0,ABC University,38.0,119250.0,,,,,10.0,10748.372324135427,0.09013310125061155,0.16778386956308697,Rejected,720944
9851,46,Male,Urban,Salaried,18,14,Postgraduate,0,0,1,574,533,business,2981392,120,,,,,,,,,,,,1325063.0,2.0,Services,HXRWOFS1WZAZ5GB,13.0,44515.384568218,0.40313903174310656,0.4411298969943721,Rejected,2267162
9852,55,Female,Urban,Student,0,7,School,0,0,2,684,695,education,270837,120,,,,,,,,364389.0,ABC University,24.0,61794.0,,,,,10.0,3579.1309124845757,0.05792036302043201,0.10686993764447777,Rejected,183391
9853,45,Female,Rural,Student,0,15,School,0,0,2,589,603,education,496716,24,,,,,,,,551513.0,XYZ College,37.0,50738.0,,,,,10.0,22920.92323066593,0.45175062538267036,0.41395769011653444,Approved,0
9854,47,Male,Rural,Student,0,14,Postgraduate,0,0,2,579,569,education,632301,240,,,,,,,,710232.0,National Institute,25.0,69260.0,,,,,10.0,6101.8415120194095,0.0881005127349034,0.47674316772123715,Rejected,420215
9855,43,Female,Rural,Student,0,14,Postgraduate,0,0,1,785,790,education,1267994,240,,,,,,,,1326989.0,National Institute,38.0,82078.0,,,,,10.0,12236.416558239729,0.14908278172274822,0.037331899637047194,Rejected,929464
9856,48,Female,Semi-Urban,Salaried,5,1,Postgraduate,1664688,138724,0,581,539,home,5271512,240,8207265.799037903,Suburban,2329017.4859333965,Apartment,,,,,,,,,,,,8.5,45747.40588565212,0.3297728286789029,0.46506679540659956,Rejected,3365991
9857,30,Female,Urban,Self-employed,3,1,Postgraduate,0,0,3,677,702,business,5004666,12,,,,,,,,,,,,2224296.0,5.0,Retail,GPH4IFG9UQE7N8S,13.0,447003.13296721893,2.4115664442172386,0.6552645879520599,Rejected,1245166
9858,46,Female,Rural,Self-employed,16,7,School,986364,82197,0,461,440,home,2383713,180,4276916.366334776,Town,622801.425732126,Apartment,,,,,,,,,,,,8.5,23473.3648584149,0.2855744717984221,0.7250926051314641,Rejected,1661669
9859,47,Male,Semi-Urban,Salaried,6,13,School,1210932,100911,4,580,616,gold,550926,36,,,,,126.0,24.0,756000.0,,,,,,,,,11.0,18036.610466401293,0.17873780327616703,0.43038547000447513,Approved,0
9860,31,Male,Urban,Salaried,12,13,Postgraduate,0,0,4,826,865,business,3641213,24,,,,,,,,,,,,2730910.0,13.0,Manufacturing,MV47VUZY5NPIBUG,13.0,173109.90245276262,0.7606690917800848,0.47065197311723,Rejected,2872113
9861,52,Female,Rural,Salaried,12,10,Postgraduate,416160,34680,4,624,671,gold,843265,180,,,,,186.0,22.0,1116000.0,,,,,,,,,11.0,9584.524140184361,0.27637036159701156,0.1897586236120986,Rejected,618652
9862,21,Male,Rural,Salaried,16,11,Graduate,482496,40208,3,593,543,home,1206240,120,1613042.93047838,Suburban,418390.299270461,Independent House,,,,,,,,,,,,8.5,14955.64973479903,0.3719570666235334,0.5017197720959639,Rejected,865711
9863,28,Female,Rural,Salaried,13,12,Postgraduate,0,0,4,720,716,business,4247185,12,,,,,,,,,,,,2426963.0,10.0,Retail,HCRTBDLCICLTABF,13.0,379346.99364380713,1.8756626795405145,0.5377486552545352,Rejected,1358619
9864,31,Male,Semi-Urban,Salaried,8,8,School,1154844,96237,2,681,693,home,5293035,12,6599616.136168428,Town,1258581.7080889726,Independent House,,,,,,,,,,,,8.5,461657.3612536571,4.7970880353051015,0.4082140956213596,Rejected,662031
9865,22,Female,Urban,Salaried,17,2,Graduate,0,0,0,601,635,business,6852013,36,,,,,,,,,,,,2652392.0,8.0,Services,15CLRP6GPH541DO,13.0,230871.3971479327,1.0445125629149812,0.44010213370133533,Rejected,3936006
9866,41,Female,Semi-Urban,Student,0,1,Graduate,0,0,2,432,459,education,1224501,60,,,,,,,,1453378.0,ABC University,46.0,36969.0,,,,,10.0,26017.027495992785,0.7037525358000699,0.8497862552264885,Rejected,869980
